날짜,평균 풍속,최저 기온,최고 기온,강수량,평균 가격
2011-05-03,2.2,10.8,22.5,0,1769
2011-05-04,1.1,7.4,21.3,0,1735
2011-05-05,1.7,8.5,21.8,0,1735
2011-05-06,1.3,9.5,19.3,1.1,1650
2011-05-07,2.5,13.7,24.2,1.2,1650
2011-05-08,1.5,12.3,25.5,0,1650
2011-05-09,2,14.1,24.6,5.7,1594
2011-05-10,2,15.2,22.6,41.3,1594
2011-05-11,2.9,14,18.1,46.4,1611
2011-05-12,1.7,11.6,19.3,2.9,1593
2011-05-13,3.6,10,22.2,0,1585
2011-05-14,3.2,11.1,24.3,0,1585
2011-05-15,2.9,9.3,25.6,0,1585
2011-05-16,2.5,11.2,22.5,0,1590
2011-05-17,1.7,8.6,23.5,0,1349
2011-05-18,1.4,10.4,26.1,0,1313
2011-05-19,1.6,15,25.8,0.1,1217
2011-05-20,1.2,16.4,24.5,3.3,1220
2011-05-21,1,14.3,22.1,4.4,1220
2011-05-22,1.1,13,22.1,1.8,1220
2011-05-23,1,12,20.4,3.5,1282
2011-05-24,1.1,9.8,26.1,0,1272
2011-05-25,1.1,13.2,24.8,0,1263
2011-05-26,1.6,14.3,19,6.2,1150
2011-05-27,1.7,14,20.1,0.7,1142
2011-05-28,1.1,13.5,24.9,0,1142
2011-05-29,1.7,13.9,26.1,0,1142
2011-05-30,1.6,13.6,25.2,0,1192
2011-05-31,1.5,15.3,20,2,1196
2011-06-01,1.2,14.5,22.2,11.6,1169
2011-06-02,1.2,14.7,24.3,0,1212
2011-06-03,1.6,14.2,26.1,0,1212
2011-06-04,2.5,16.5,26,0.1,1212
2011-06-05,1.4,16.1,28.3,0,1212
2011-06-06,1.3,14.6,27.8,0,1212
2011-06-07,1.4,15.1,28.3,0,1250
2011-06-08,1.4,15.7,28.8,0.4,1236
2011-06-09,1.7,17.3,25.6,0.3,1227
2011-06-10,0.8,17.7,25.1,2.8,1222
2011-06-11,1.1,17,29.6,1.4,1222
2011-06-12,1.5,17.6,28.3,0.8,1222
2011-06-13,1.7,16.8,25.8,0.1,1211
2011-06-14,1.2,15.8,27.4,0,1211
2011-06-15,1.3,17,27.2,0.1,1216
2011-06-16,1.7,17.2,28.5,0,1292
2011-06-17,1.2,16.6,28.1,0,1287
2011-06-18,1.2,18.2,27.3,1.5,1287
2011-06-19,1.3,17.1,29.5,0,1287
2011-06-20,1.8,17.5,29.9,0.8,1201
2011-06-21,2.1,18.5,31.5,0.1,1167
2011-06-22,1.3,20.9,27.3,22.1,1178
2011-06-23,2.6,22.5,28.4,21.6,1178
2011-06-24,2.4,19.8,25.5,52.1,1179
2011-06-25,2.6,18.4,21.8,54.1,1179
2011-06-26,4.6,18.3,23.2,48.3,1179
2011-06-27,2.1,18.6,25.2,3.4,1200
2011-06-28,1.8,18.4,29.6,4.7,1199
2011-06-29,1.4,21.8,28.8,34,1189
2011-06-30,1.3,21.9,28.2,19.4,1318
2011-07-01,1.4,21.9,29.6,0.8,1385
2011-07-02,1.2,22.2,30.7,2.1,1385
2011-07-03,1.4,22.1,26.5,49.1,1385
2011-07-04,2.5,20.5,29,9,1465
2011-07-05,1.3,19,30.4,0,1492
2011-07-06,0.9,19.5,27,4.2,1614
2011-07-07,1,20.9,25.7,21.8,1653
2011-07-08,1.6,22.5,27.3,22.6,1718
2011-07-09,1.1,21.2,26.1,84.4,1718
2011-07-10,0.8,21,26.6,57.2,1718
2011-07-11,1,20.7,27,20.6,1734
2011-07-12,0.6,21.8,26.8,30.7,1786
2011-07-13,0.7,22.8,27.2,8.9,1923
2011-07-14,0.9,23.3,28.6,20.4,2158
2011-07-15,1.1,23.2,30.1,6.8,2198
2011-07-16,1.1,22.8,30.5,9.3,2198
2011-07-17,0.8,22.6,31.4,2.9,2198
2011-07-18,2.5,22.8,32,0.1,2287
2011-07-19,4.2,23.7,31.8,0.7,2287
2011-07-20,2.2,22.4,31.8,0,2331
2011-07-21,1.8,20.8,28.9,1.4,2648
2011-07-22,1.7,20.1,26.6,3.6,2743
2011-07-23,1.2,21.4,29.1,2.1,2743
2011-07-24,1,22.1,27,14.1,2743
2011-07-25,1.1,21.6,28.6,6,3003
2011-07-26,1.3,22.6,29.8,17.5,3075
2011-07-27,1.1,24,29,55.6,3155
2011-07-28,1.1,24,30.7,12.1,3435
2011-07-29,1.3,23.9,31.4,7.7,3548
2011-07-30,1.1,23.7,30.6,6.5,3548
2011-07-31,0.7,23.2,29.2,13.3,3548
2011-08-01,1.6,23.3,28.2,33.6,3723
2011-08-02,1.6,23.3,28.8,13,3764
2011-08-03,1.2,23.4,30.6,9.3,3975
2011-08-04,0.8,23.4,31.8,2.9,3979
2011-08-05,1.1,23.3,33.2,0.1,3976
2011-08-06,1.3,24.1,31.8,2.5,3976
2011-08-07,2.6,24.4,30.8,32.9,3976
2011-08-08,2.8,23.9,29.9,28.8,4294
2011-08-09,0.9,23.3,27.5,35.9,4294
2011-08-10,1.9,23.9,29.3,11.9,4294
2011-08-11,1.5,24.1,31.5,5.9,4430
2011-08-12,0.9,23.9,30.2,15.6,4043
2011-08-13,1,23.5,29.7,6.4,4043
2011-08-14,1.2,23.5,30.6,4.4,4043
2011-08-15,1.3,23.3,30.1,1.7,4043
2011-08-16,1.1,23.7,30.6,12.6,3913
2011-08-17,1.1,23.6,28.1,25.6,3930
2011-08-18,1.4,22.2,28.7,5.6,3930
2011-08-19,1.1,20.7,25.5,3.5,3993
2011-08-20,1,19.1,23.7,15,3993
2011-08-21,1.1,18.3,27.9,2.9,3993
2011-08-22,1,18.6,25.7,2,3993
2011-08-23,1.7,17.9,25.7,3.3,4047
2011-08-24,1.4,19.4,25.9,2,3973
2011-08-25,1.3,20.1,27.5,0.4,4109
2011-08-26,1.2,21,27.7,1.4,4098
2011-08-27,1.1,21.8,29.5,0.8,4098
2011-08-28,1.1,21.3,30.2,0,4098
2011-08-29,0.7,21.9,31,1.4,4098
2011-08-30,0.9,22.4,30.9,0.7,4048
2011-08-31,0.9,22.1,31.8,0,4223
2011-09-01,0.9,21.1,32.1,0,4309
2011-09-02,2.1,20.6,30.3,0.5,4182
2011-09-03,1.7,20.9,29.5,0.2,4182
2011-09-04,1.8,19.4,28.3,2.1,4182
2011-09-05,1,18.3,28.1,1.9,3731
2011-09-06,1.5,16.7,28.3,0.1,3650
2011-09-07,1,14.8,27.9,0,3561
2011-09-08,0.6,18.7,25.8,0.1,3415
2011-09-09,0.5,18.8,23.9,1.6,3485
2011-09-10,1.2,18.1,22.1,16.2,3485
2011-09-11,1.1,19.1,24.6,24.5,3485
2011-09-12,0.8,21.1,28.2,4,3485
2011-09-13,0.8,21.3,29.5,0.1,3485
2011-09-14,1,21.3,30.5,0,3757
2011-09-15,0.9,20.4,31.1,0,3643
2011-09-16,0.9,20.6,31.5,0,3698
2011-09-17,1.7,21,30,3.3,3698
2011-09-18,2.8,19,25.3,3.6,3698
2011-09-19,3,15.7,20.5,0.6,3521
2011-09-20,2.5,13.5,21.5,0.1,3424
2011-09-21,1.7,12.1,23.2,0,3422
2011-09-22,1.2,10.4,24,0,3176
2011-09-23,0.9,11.1,25.3,0,2858
2011-09-24,0.9,11.9,25.5,0,2858
2011-09-25,0.9,12.5,25.8,0,2858
2011-09-26,1.2,12.2,26.5,0,2651
2011-09-27,0.7,11.2,26.4,0,2472
2011-09-28,0.8,13.7,23.5,0,2538
2011-09-29,2,16,20.2,12.4,2219
2011-09-30,1.3,11.8,21.5,0.2,2308
2011-10-01,1.1,8.7,19.3,0,2308
2011-10-02,0.9,8.2,18.7,0,2308
2011-10-03,0.9,6,20.1,0,2308
2011-10-04,1,6.5,21.9,0,2463
2011-10-05,1.4,11,22.5,0,2466
2011-10-06,1.1,9.9,22.3,0,2183
2011-10-07,0.7,7.9,21.7,0,2292
2011-10-08,0.8,8.2,22.7,0,2292
2011-10-09,0.9,9.1,23.1,0,2292
2011-10-10,1.2,10.5,24.5,0,2289
2011-10-11,0.7,10.8,23.8,0,2378
2011-10-12,0.8,8.5,21.5,0,2345
2011-10-13,0.6,10.9,24.6,0,2177
2011-10-14,1.8,12.4,16.1,9.8,2220
2011-10-15,2.6,11.8,20.6,5.3,2220
2011-10-16,1.9,10.8,20.4,0.4,2220
2011-10-17,0.9,7.2,19.1,0,2376
2011-10-18,0.8,3.3,17.9,0,2299
2011-10-19,0.8,4.1,21.1,0,2282
2011-10-20,1.6,9.1,21.4,0,2250
2011-10-21,0.8,11.5,20.1,9.1,2225
2011-10-22,0.9,11.9,19,22,2225
2011-10-23,2,10.1,19.7,0,2225
2011-10-24,2,11,17,1.9,2207
2011-10-25,0.8,3.8,13.5,0,2208
2011-10-26,0.8,1,16.5,0,2208
2011-10-27,0.7,3.5,19.4,0,2209
2011-10-28,0.9,7.7,20.2,0,2217
2011-10-29,0.9,10,17.1,2.3,2217
2011-10-30,1,9.8,19.6,0.3,2217
2011-10-31,0.9,7.3,21.2,0,1999
2011-11-01,0.9,8.1,22.3,0,1973
2011-11-02,1,12.5,22.1,0.1,1959
2011-11-03,0.9,12.1,23.8,0,1921
2011-11-04,1.6,14,23.8,2.3,1900
2011-11-05,2.3,16.2,23.4,21.1,1900
2011-11-06,0.7,14.5,19,9,1900
2011-11-07,1.6,13.3,19.2,0.3,1834
2011-11-08,2.2,11.8,17.6,1.1,1796
2011-11-09,0.9,11.4,16.6,0.8,1741
2011-11-10,0.8,10.1,16.9,0.1,1611
2011-11-11,1.1,9.3,16.6,1.9,1480
2011-11-12,1.3,7.7,17,0,1480
2011-11-13,1.5,7.5,17,0,1480
2011-11-14,1,3.5,13.5,0,1470
2011-11-15,0.9,1.7,14,0,1415
2011-11-16,1,1.7,17,0,1342
2011-11-17,1,6.8,15.7,1,1197
2011-11-18,2.6,11.4,17.5,20.6,1168
2011-11-19,3.1,7.6,18.1,6.3,1168
2011-11-20,1.7,0.9,7.7,0,1168
2011-11-21,0.6,-1.8,8.4,0,1146
2011-11-22,2.8,-1.1,9.2,0.2,1131
2011-11-23,3,1.9,10.4,5.2,1135
2011-11-24,1.3,-1.7,5.9,0,1122
2011-11-25,0.4,-1.8,9.3,0,1129
2011-11-26,0.8,-0.9,12.5,0,1129
2011-11-27,0.6,5.2,17.5,0.1,1129
2011-11-28,1.8,7.8,18.2,0.4,1101
2011-11-29,3.5,8.2,16.6,2.4,1093
2011-11-30,2.9,5,11.5,29.7,1106
2011-12-01,2.5,4.3,8.2,1.6,1106
2011-12-02,1,3,9.4,2.6,1106
2011-12-03,1.3,3.2,9.6,7,1106
2011-12-04,0.7,0.9,9,0,1106
2011-12-05,0.7,-1.7,8.2,0,1189
2011-12-06,0.8,1.6,9.2,0.2,1181
2011-12-07,2.2,2.4,9.1,0,1181
2011-12-08,1.9,-0.5,7.4,1.7,1141
2011-12-09,1.4,-3,2.7,1.5,1132
2011-12-10,1.6,-4.7,3.4,0.5,1132
2011-12-11,1.2,-0.5,7,0,1132
2011-12-12,0.7,-0.5,9.5,0,1149
2011-12-13,1.1,-3.4,9.8,0,1133
2011-12-14,2.7,-2.8,10,0,1133
2011-12-15,2.5,-3.9,5.3,0,1193
2011-12-16,1.3,-6.4,-0.3,0.5,1214
2011-12-17,1.2,-8.1,1.5,0,1214
2011-12-18,1,-4.9,4.3,0,1214
2011-12-19,0.9,-6,4.7,0,1241
2011-12-20,0.7,-5.8,5.5,0,1241
2011-12-21,3,-1.9,6.7,0.1,1241
2011-12-22,1.1,-6.6,3.5,0.1,1316
2011-12-23,2.1,-9.3,1,0.3,1308
2011-12-24,2.7,-7.2,1.2,0.8,1308
2011-12-25,1.6,-7.9,0,0.1,1308
2011-12-26,0.6,-9,0.2,0,1251
2011-12-27,0.8,-9.1,3.8,0,1282
2011-12-28,1.4,-6.3,5.9,0.1,1323
2011-12-29,0.8,-4.5,5.4,0.3,1338
2011-12-30,0.8,-6.7,4.6,0,1326
2011-12-31,1.7,-7.1,3.8,0,1326
2012-01-01,1,-4.7,3.8,0.4,1326
2012-01-02,1.3,-7.5,2.6,0,1319
2012-01-03,2.2,-5.8,2.8,0.7,1319
2012-01-04,1.1,-6.6,-1,0.8,1319
2012-01-05,0.9,-8.7,1.5,0,1338
2012-01-06,0.6,-7.8,3.7,0,1338
2012-01-07,1.1,-9,4.1,0,1338
2012-01-08,1.3,-8.2,4.7,0,1338
2012-01-09,1.2,-4,4.9,0,1350
2012-01-10,1.9,-3.7,4.5,0,1347
2012-01-11,1.1,-7.6,0.7,0,1340
2012-01-12,1,-9.6,2.2,0,1192
2012-01-13,1.1,-4.8,5.3,0,1194
2012-01-14,0.5,-6.6,4.9,0,1194
2012-01-15,0.9,-3.9,3.8,0,1194
2012-01-16,0.7,-4,7.3,2,1190
2012-01-17,0.7,-1.2,8.6,0.2,1240
2012-01-18,3.3,-1.8,7.3,0.4,1240
2012-01-19,2.8,1.7,7.4,5.9,1288
2012-01-20,0.8,3.5,8.9,1.4,1374
2012-01-21,3.4,1.4,6.7,1.5,1374
2012-01-22,2.3,-6.2,2.5,0,1374
2012-01-23,1.5,-9.6,-2.3,0,1374
2012-01-24,2.4,-10.6,-0.7,0.2,1374
2012-01-25,1.4,-9.7,-2,0.7,1377
2012-01-26,0.8,-10.9,3.2,0,1427
2012-01-27,1.1,-4.9,6.1,0.1,1431
2012-01-28,1.4,-3.8,5.7,0,1431
2012-01-29,1.8,-5.8,4.8,0,1431
2012-01-30,1.1,-7.1,2.4,0,1386
2012-01-31,3,-9.2,3.4,3.3,1374
2012-02-01,1.7,-10.6,-0.4,0.3,1510
2012-02-02,1.1,-13.9,-5.7,0.1,1522
2012-02-03,1.4,-13.7,-0.9,0,1522
2012-02-04,0.7,-7.5,4.1,0.1,1522
2012-02-05,0.7,-5.2,5.6,0,1522
2012-02-06,3.7,-4.3,6.2,1.6,1488
2012-02-07,2.6,-8.5,3,0,1511
2012-02-08,2.2,-11.1,-1.6,0.4,1576
2012-02-09,2,-8.8,1.7,0.2,1598
2012-02-10,1.6,-6.2,3.7,0,1629
2012-02-11,1,-8,3.6,0,1629
2012-02-12,0.7,-7.2,6.7,0,1629
2012-02-13,1.2,-0.9,6.5,0.5,1679
2012-02-14,1.8,-0.8,9,3.4,1676
2012-02-15,3.1,-1,7,0,1732
2012-02-16,3.1,-3.7,4.9,0,1779
2012-02-17,2.3,-6.5,0.1,0.1,1811
2012-02-18,1.4,-9,-0.3,0.1,1811
2012-02-19,1.2,-9.1,2.7,0,1811
2012-02-20,0.8,-8.4,7,0,1862
2012-02-21,1.1,-4.5,6.3,0.7,1866
2012-02-22,1.8,-2.2,10.7,0,2176
2012-02-23,1.5,1.1,10.8,0,2398
2012-02-24,1.1,-0.4,9.4,0.3,2395
2012-02-25,0.7,-0.5,5.3,1,2395
2012-02-26,0.9,-3.1,4.3,0.6,2395
2012-02-27,0.6,-6.4,6.8,0,2562
2012-02-28,1,-4.3,7,0.6,2636
2012-02-29,1.1,-2.2,12.1,0.1,2662
2012-03-01,2,0.9,14.5,0,2662
2012-03-02,2.8,4.1,7.9,2.1,2748
2012-03-03,3.3,2.4,10.6,0.5,2748
2012-03-04,2.8,2.7,8.4,4.4,2748
2012-03-05,2.5,3.6,7,15.7,2829
2012-03-06,1.8,2.3,7.9,3.6,2926
2012-03-07,1.3,0.6,9.9,0,2953
2012-03-08,2,-0.4,9.5,0,2996
2012-03-09,2.2,-1.2,9.6,0.5,2971
2012-03-10,4.5,0.7,9.6,0.1,2971
2012-03-11,2.7,-2.8,3.4,0,2971
2012-03-12,1.6,-5,5.1,0,2993
2012-03-13,1.9,-4.9,8.2,0,3011
2012-03-14,1.1,-2.7,11,0,3133
2012-03-15,1.2,-0.2,12.9,0,3201
2012-03-16,0.4,3.4,11.2,5.4,3253
2012-03-17,2.3,6.7,13.4,1.9,3253
2012-03-18,1.8,2.6,12.4,1.2,3253
2012-03-19,2.4,-0.8,9.5,0,3290
2012-03-20,1.9,-1.9,10,0,3330
2012-03-21,1.4,-2.2,12.7,0,3322
2012-03-22,2.1,2.3,10.4,7.6,3302
2012-03-23,3.8,3.7,8.3,19,3290
2012-03-24,3.7,2.2,8.8,1.2,3290
2012-03-25,2.5,1,8.8,0,3290
2012-03-26,2.1,-1.3,10.8,0,3337
2012-03-27,1.3,-0.7,15.6,0,3337
2012-03-28,2.1,3.7,17.4,0,3330
2012-03-29,2.5,1.8,18.9,0.6,3331
2012-03-30,3.4,7.8,15.5,25,3353
2012-03-31,2.5,2.8,11.8,0.1,3353
2012-04-01,1.1,-0.2,11.7,0,3353
2012-04-02,3,1.3,16.9,5.7,3352
2012-04-03,3.2,2.8,13.3,24,3325
2012-04-04,3.4,0.7,15.7,0,3318
2012-04-05,3.5,3,14.2,0,3300
2012-04-06,2.2,0.7,12.3,0,3363
2012-04-07,2.5,0,13.8,0,3363
2012-04-08,2.6,2.7,21,0,3363
2012-04-09,1.1,10.7,22.4,0,3355
2012-04-10,2.3,10.1,18,4.8,3399
2012-04-11,2.9,7.8,17.6,2.2,3399
2012-04-12,1.3,3.8,17.1,0,3385
2012-04-13,1.8,7.4,14.7,0.7,3425
2012-04-14,1.5,6.2,20.1,0,3425
2012-04-15,2,7.6,23.3,0,3425
2012-04-16,1.2,6.9,21.1,0,3468
2012-04-17,1.1,4.8,19.2,0,3495
2012-04-18,2.4,5.7,21.2,0,3494
2012-04-19,2.8,8.6,19.2,1.9,3473
2012-04-20,4.7,11.5,19.6,0.7,3471
2012-04-21,2.5,10.7,15,57.6,3471
2012-04-22,2,9.5,16.4,4.1,3471
2012-04-23,0.9,8.8,22.8,0.1,3452
2012-04-24,1.5,11.1,27.2,0,3462
2012-04-25,4.2,11.4,18.9,28.6,3458
2012-04-26,1.5,8.2,18.1,0.5,3451
2012-04-27,1.6,5.4,23.1,0,3461
2012-04-28,0.9,8.6,24.9,0,3461
2012-04-29,2.3,11,22.1,0,3461
2012-04-30,1.2,12.9,23.7,0.3,3462
2012-05-01,3.2,14.7,23.2,5.6,3462
2012-05-02,2,15.6,23.7,1.2,3360
2012-05-03,2,13.4,22.8,1.5,3384
2012-05-04,2.8,12,26.1,0.1,3260
2012-05-05,2.5,13.3,26.2,0.1,3260
2012-05-06,1.6,10.6,25,0,3260
2012-05-07,0.9,10.7,26.5,0,3199
2012-05-08,1.4,12.5,27,1.1,3058
2012-05-09,2.8,12.6,26.1,0.1,2931
2012-05-10,1.9,12.2,20.8,0.2,2764
2012-05-11,1.6,12.4,17.8,0.1,2695
2012-05-12,1.2,11.3,20.9,0,2695
2012-05-13,0.8,12.2,22.4,0,2695
2012-05-14,2,14,17.1,17.6,2632
2012-05-15,1.7,13.1,22.9,0.5,2613
2012-05-16,1.5,11.4,23.7,0.1,2540
2012-05-17,1.5,11.2,21.8,1.3,2587
2012-05-18,1.2,9.3,24.6,0,2576
2012-05-19,1.1,11,24.6,0,2576
2012-05-20,1.3,11.6,26.9,0,2576
2012-05-21,1.1,12.3,26.7,0,2586
2012-05-22,1.4,12.5,27.7,0,2551
2012-05-23,1.2,14.6,28.1,0,2512
2012-05-24,1.7,14.8,25.4,0.3,2366
2012-05-25,1.3,15.3,26.1,0.3,2346
2012-05-26,1.4,12.7,27.4,0,2346
2012-05-27,1.3,13,27.6,0.3,2346
2012-05-28,1.4,14.9,25.8,1.3,2346
2012-05-29,1,15.1,26.7,0.1,2304
2012-05-30,1.2,16.6,21.9,3.5,2288
2012-05-31,1.4,15.5,25.5,1.1,2305
2012-06-01,1.6,14.3,25.8,0,2310
2012-06-02,1.1,16.4,26.5,1.5,2310
2012-06-03,1.3,14.6,27.7,0,2310
2012-06-04,1.7,15.6,27.5,0.2,2298
2012-06-05,1.7,18.7,28.8,0,2294
2012-06-06,1,18.5,28,0,2294
2012-06-07,0.9,17.9,28.8,0,2165
2012-06-08,1.1,18,23.5,7.7,2158
2012-06-09,1.3,17.6,27,0,2158
2012-06-10,1,17.5,27.9,1.1,2158
2012-06-11,2,17.9,26.3,0.2,2142
2012-06-12,1.4,17.9,27.6,2.2,2093
2012-06-13,2.1,17.7,26.4,1.4,2130
2012-06-14,1.6,17.4,26.6,0,2139
2012-06-15,1.6,18.1,23,4.5,2066
2012-06-16,1.7,17.5,27.7,0.3,2066
2012-06-17,1,17.8,29.2,0,2066
2012-06-18,1.8,18.5,27.1,3.3,2041
2012-06-19,1.2,18.8,28.9,7.2,2068
2012-06-20,1.3,18.3,27.7,0.2,2060
2012-06-21,1.4,18.9,29.8,0.1,2060
2012-06-22,1.4,18.4,28.9,0.1,2060
2012-06-23,2.1,19.2,29.8,1,2060
2012-06-24,2.9,19.6,27.1,0.8,2060
2012-06-25,3.5,18.2,27.7,0,2116
2012-06-26,2.6,18.6,25.5,0.4,2239
2012-06-27,1.1,18.7,25,0.2,2358
2012-06-28,1.2,18.1,28,0,2510
2012-06-29,1.7,19.4,28.7,4.6,2597
2012-06-30,2.3,20.9,26,37.4,2597
2012-07-01,1.3,20.4,27.7,0.5,2597
2012-07-02,1.5,19.9,29.2,0.1,2689
2012-07-03,1.8,20.4,29.3,1.1,2782
2012-07-04,0.9,22,29.6,0.3,2793
2012-07-05,1.8,22.3,26.1,25.2,2960
2012-07-06,0.9,21,25.5,64,2978
2012-07-07,1.3,19.6,28.1,2.1,2978
2012-07-08,1.2,19.3,29.7,0,2978
2012-07-09,1.5,20,30.7,0,2996
2012-07-10,1.4,20.9,27.8,6.4,2991
2012-07-11,1.7,21.9,27.3,33.2,2921
2012-07-12,1.2,21.1,29.1,0.8,2716
2012-07-13,1.7,21.9,29,23.6,2675
2012-07-14,2.6,21.3,25.8,25.1,2675
2012-07-15,0.4,20.3,25.1,48.2,2675
2012-07-16,0.8,20.4,26.5,0.6,2671
2012-07-17,1.2,21.2,26.3,8,2659
2012-07-18,2.9,22.7,28.6,14.1,2686
2012-07-19,1.3,23.1,29.2,27.9,2850
2012-07-20,0.9,22.8,30.8,0.2,2849
2012-07-21,1,22.3,31,0.1,2849
2012-07-22,1,23.3,29,3.9,2849
2012-07-23,1.2,23.8,31.8,0.7,2800
2012-07-24,1.3,24.1,33.1,0,2806
2012-07-25,1.3,23.6,33.4,0,2773
2012-07-26,1.4,23.3,33.4,0,2775
2012-07-27,1.1,23.6,33.2,0,2809
2012-07-28,1.2,23.8,33.6,0,2809
2012-07-29,1.4,24.1,34,0,2809
2012-07-30,1,24.4,33.8,1.2,2837
2012-07-31,1.9,24.7,34.3,0.1,2772
2012-08-01,2.4,24.3,34.9,0,2764
2012-08-02,1.9,25.5,32.9,0.3,2522
2012-08-03,1,24.9,33.6,0,2533
2012-08-04,0.9,24.3,34.3,0,2533
2012-08-05,1.3,23.6,35.3,0,2533
2012-08-06,1.8,24.4,34.5,1.2,2550
2012-08-07,1.2,24,33.5,0.2,2600
2012-08-08,1.4,22.3,32.4,0,2752
2012-08-09,0.8,23,32.7,0.2,2883
2012-08-10,1,23.1,29,8,2891
2012-08-11,0.9,22.7,31.8,0.8,2891
2012-08-12,1.6,23.7,30.2,26.8,2891
2012-08-13,1.8,23.2,28.8,35,2984
2012-08-14,1,22.4,29.1,6.2,3033
2012-08-15,0.7,23.5,30.2,42.8,3033
2012-08-16,0.9,23.1,29.3,21.1,2972
2012-08-17,0.6,23.4,31.8,2.7,2970
2012-08-18,1.1,24.6,31.8,2.6,2970
2012-08-19,0.8,25.3,32.2,1.5,2970
2012-08-20,0.6,24.8,29.3,17.7,2991
2012-08-21,1.2,24,31.3,17.4,2977
2012-08-22,2.1,21.7,26.7,29.4,2977
2012-08-23,2,20.6,24.7,38.5,2995
2012-08-24,1,20.6,24.4,40.8,2968
2012-08-25,1.1,22,30.6,3.4,2968
2012-08-26,2.3,22.8,32.2,0,2968
2012-08-27,4.5,23.1,30.8,1.9,3023
2012-08-28,3,23.4,28.6,38.3,3058
